pan_rad,snr_mean,snr_low,snr_high
-2.7722286239902343,,,
-2.759208467770356,,,
-2.746205764842998,24.671451972406828,23.240075643911897,26.201013112596822
-2.7331856086231197,25.683412590791875,24.076379163341404,27.10949606425224
-2.7201654524032413,26.138940546968172,24.653720240151358,27.54583672424573
-2.7071627494758848,26.859252207321607,25.480458792339817,28.26389618631137
-2.694142593256007,27.51652698828536,26.366408239526894,28.967660603990666
-2.68112243703613,27.9526076027342,26.639909987006405,29.359354361019218
-2.668102280816252,27.929785639962287,26.753751880458054,29.0145944364387
-2.655099577888894,26.657553764392414,25.601000215425625,27.522929976657267
-2.642079421669016,25.475058258484324,24.720283218384736,26.15764499580993
-2.629059265449138,24.68431291605286,24.129067113534685,25.42404610857127
-2.616056562521781,24.537846733331218,23.59836511565817,25.714962471658712
-2.6030364063019027,24.26118352867662,23.437317520469566,25.243610425424176
-2.590016250082026,23.248230872974858,22.332740245417536,24.19070018952634
-2.5769960938621477,22.6940728882584,21.934525967671693,23.280033315301477
-2.56399339093479,22.41682422934781,21.545633955062215,23.02678571066139
-2.550973234714912,23.123024044621918,22.343854921153653,23.702415104984087
-2.537953078495034,23.21690318231462,22.726889463527314,23.650250479309666
-2.524950375567676,23.953204444644385,23.570565104119584,24.36308654380142
-2.5119302193477986,24.627391806725086,24.097999905856422,25.050756361435507
-2.498910063127922,25.52432682813547,24.784510237455294,26.302933058495913
-2.485889906908044,25.978598723343026,24.961062839391644,27.21319863807844
-2.4728872039806857,25.978835022202276,24.875833326128014,27.46173518163395
-2.459867047760808,25.632477610964454,24.778445321295973,26.843630578196223
-2.4468468915409303,25.882973552755857,24.970512151327625,27.037653774191487
-2.433844188613572,25.879361096025466,24.955201081438286,27.016935782733825
-2.420824032393695,26.025976045540958,24.669091161807142,27.498460371310518
-2.407803876173817,25.86135759233395,24.696019184116526,27.090323514211747
-2.39478371995394,25.842657314917762,24.892117050169833,26.866158424737435
-2.3817810170265816,25.606770669943728,24.926827843293932,26.451207933358262
-2.368760860806704,24.876929912630274,24.261851403744448,25.70636783434991
-2.355740704586826,23.288757295155563,22.56141063135787,24.296813909506117
