pan_rad,snr_mean,snr_low,snr_high
-2.7722286239902343,,,
-2.759208467770356,,,
-2.746205764842998,33.888507783922954,32.40918223337584,35.28661192776307
-2.7331856086231197,35.055588041890395,33.97668824512981,36.05842277698739
-2.7201654524032413,36.24390320844037,35.74213293473159,36.70863490468153
-2.7071627494758848,36.99815885854421,36.66301772660484,37.32165246600366
-2.694142593256007,37.24847782581052,37.0298541798351,37.45192086689238
-2.68112243703613,37.41831560804623,37.00184341323225,37.81439046694236
-2.668102280816252,37.332512802560395,37.03852347641966,37.61206016581416
-2.655099577888894,37.76684224908441,37.21644847366821,38.28355696607033
-2.642079421669016,37.77556887763939,37.28598357022118,38.23974600727857
-2.629059265449138,38.20406347922523,37.27562195391178,39.115943342267975
-2.616056562521781,38.03866081923932,37.19044867476957,38.94906534085026
-2.6030364063019027,37.888639794429174,36.745310408096664,39.07004940511291
-2.590016250082026,37.285717134268175,36.12430688043071,38.4740403187918
-2.5769960938621477,36.70631674846218,35.17961324777857,38.197888371711066
-2.56399339093479,36.05678368011596,34.57450962563596,37.50647511440769
-2.550973234714912,35.613421500479596,34.11191414671685,37.095670984073045
-2.537953078495034,35.40146112812184,34.44419930528225,36.34622135117557
-2.524950375567676,35.312597303195844,34.46932003139912,36.25698332819627
-2.5119302193477986,35.5408212966608,35.14010088573452,36.013040526129224
-2.498910063127922,35.33994356191233,34.938271177313176,35.81337020425745
-2.485889906908044,35.75576719153523,35.550268923464614,35.91976098476681
-2.4728872039806857,35.44191000349088,35.0586095960875,35.805883456775454
-2.459867047760808,35.4937727506938,34.96111538564036,36.06033978611056
-2.4468468915409303,35.12322580507082,34.35735424936675,35.94872953842557
-2.433844188613572,35.097924500659104,34.10021293693591,36.14937590595539
-2.420824032393695,34.66508457675356,33.58334895640777,35.75468441284664
-2.407803876173817,34.92426967289369,33.877669099698814,35.91099162121623
-2.39478371995394,35.10826169332298,34.43879190524664,35.72292101453132
-2.3817810170265816,35.517225598759204,34.90810892002634,36.06041809186639
-2.368760860806704,35.48254832909826,34.652047757291534,36.34552776136801
-2.355740704586826,35.64752879399404,34.646675030475855,36.67579325997091
