pan_rad,snr_mean,snr_low,snr_high
-2.7722286239902343,,,
-2.759208467770356,,,
-2.746205764842998,29.8852102227207,28.860169769198492,31.2262038905713
-2.7331856086231197,30.330972308994486,29.2336954779159,31.558249462233174
-2.7201654524032413,30.281593168207838,29.41038104562377,31.260644076082176
-2.7071627494758848,30.36730852059834,29.52282939181889,31.43382944422771
-2.694142593256007,30.370071022101893,29.701001346929832,31.54321958409646
-2.68112243703613,30.738920820570986,29.858337505990296,32.35499276757428
-2.668102280816252,31.386730359413416,30.459058035521114,33.046534211242175
-2.655099577888894,31.19470566986381,30.2474048898642,32.656807534245324
-2.642079421669016,31.033616415072128,30.035806712863224,32.1571313733702
-2.629059265449138,30.990966867221285,29.922860622412205,32.15451359569743
-2.616056562521781,31.184614644793665,29.81170790848348,32.64285591458256
-2.6030364063019027,31.23787352513725,30.06790193827906,32.51336203581071
-2.590016250082026,30.90186214932588,29.521974803084735,32.20168674481605
-2.5769960938621477,31.28804975056315,30.157289377990356,32.46177344817581
-2.56399339093479,31.358196570552348,30.109895785065202,33.12177252273565
-2.550973234714912,31.489578417348497,30.47915507537024,33.12605609249485
-2.537953078495034,30.437910856558204,28.97120734978489,32.44521945261755
-2.524950375567676,29.866417560707845,28.348501457811665,31.68797385101551
-2.5119302193477986,29.12733105604815,27.418692684111495,31.30160516518269
-2.498910063127922,29.147829692077426,27.994883207541136,30.65179121224467
-2.485889906908044,29.37647872583545,28.37519720853857,30.547534245209906
-2.4728872039806857,29.7406968742052,28.647187446927763,30.713896825226318
-2.459867047760808,29.870949766059553,28.402066282079137,31.069611497316277
-2.4468468915409303,30.437627346175603,28.930919114346683,31.666820021969013
-2.433844188613572,30.907919983271807,29.589226992214616,32.18868926877989
-2.420824032393695,31.60157137880474,30.341614265912767,33.17905429890496
-2.407803876173817,32.0381969147165,30.903425755933842,33.715764926599434
-2.39478371995394,32.480702651901424,31.504126593763065,34.112665505009495
-2.3817810170265816,32.78396755320869,32.018397088907655,34.10952214762375
-2.368760860806704,33.01406824881519,32.097736610939165,34.43754067990969
-2.355740704586826,33.11001438240833,31.854397531062464,34.48967733089924
