pan_rad,snr_mean,snr_low,snr_high
-2.7722286239902343,,,
-2.759208467770356,,,
-2.746205764842998,30.401181085381936,28.168676944895385,33.208237567771285
-2.7331856086231197,30.96202611674651,28.646660333940712,33.99839710169886
-2.7201654524032413,31.139573915196987,29.203284060456372,33.26812176278093
-2.7071627494758848,31.091873231888158,29.412393699627895,32.79981459799281
-2.694142593256007,30.974088556891598,29.102667907009337,32.32954777907569
-2.68112243703613,30.872252380526295,28.71709422597384,32.71144510529633
-2.668102280816252,31.31657523116533,28.73092595543955,33.51358428135605
-2.655099577888894,30.710245829362552,28.432596219776954,32.75442102717635
-2.642079421669016,30.50490045088174,28.115907671854302,32.67513633178209
-2.629059265449138,30.40670109149976,28.257683357510444,32.634065297722174
-2.616056562521781,30.641179730701115,28.43088026655037,33.100871184304665
-2.6030364063019027,30.65460166726817,29.019735060817123,32.435762631795676
-2.590016250082026,30.334070117813997,28.60361801143141,31.97584478661007
-2.5769960938621477,30.844336855257698,29.107869774469417,32.517503653391486
-2.56399339093479,31.24593458583999,29.279291169965376,33.182677546045454
-2.550973234714912,32.03790685471025,30.22921418434994,33.9915787108716
-2.537953078495034,31.936520818499304,30.244010198726887,33.79698362102767
-2.524950375567676,32.25910727862647,30.60756562503391,34.21509955067375
-2.5119302193477986,32.37136762009154,30.873831454452702,34.10544437047136
-2.498910063127922,32.68446265680391,31.149177218939567,34.50916029666508
-2.485889906908044,32.80696689763656,31.535938090401583,34.516067014229456
-2.4728872039806857,32.73336379091231,31.54611079705951,34.58116255963165
-2.459867047760808,32.370504563046474,31.45510277743824,34.01334837011253
-2.4468468915409303,32.527632745119654,31.341005815002855,34.687565993881684
-2.433844188613572,32.357397398369734,31.09495076267558,34.77874890110953
-2.420824032393695,32.37677096929837,31.059328280737777,34.63068821591694
-2.407803876173817,32.179863427199145,30.854659738455354,33.80708078020027
-2.39478371995394,32.07693347232723,30.829456846261987,33.46849376658066
-2.3817810170265816,31.989765195163272,30.719486313903122,33.605910621448544
-2.368760860806704,31.484874007542615,30.219843367086042,33.16707441035816
-2.355740704586826,31.07241838611057,29.203507587762775,33.070932862437985
