pan_rad,snr_mean,snr_low,snr_high
-2.7722286239902343,,,
-2.759208467770356,,,
-2.746205764842998,27.335421564128012,24.050246439220746,30.792589852818296
-2.7331856086231197,28.400252198262496,25.109470665013816,31.906488692396437
-2.7201654524032413,29.1990694582756,26.482261222753053,31.83561983235367
-2.7071627494758848,29.78721020673204,27.6530059921178,31.772451330745984
-2.694142593256007,30.334791744555986,28.228027949852983,32.176975541622824
-2.68112243703613,30.80745671692002,28.343432047469886,33.20981015568196
-2.668102280816252,31.669534721733772,28.97907256548117,34.40932090791524
-2.655099577888894,31.5512383943921,28.76159368563869,34.17860917512184
-2.642079421669016,31.740255286396504,29.2262787336507,34.061716421802245
-2.629059265449138,32.068945562781956,29.855462731637886,33.907345585145784
-2.616056562521781,32.07894311106738,30.497853232410236,33.66831900140742
-2.6030364063019027,31.764392318027177,30.702190559170038,32.931441108818895
-2.590016250082026,30.540444202458975,29.586258406378224,31.614434713693072
-2.5769960938621477,30.092481845692145,29.08479845128146,31.055036944317987
-2.56399339093479,28.935831669090934,27.737039035466697,30.042191488085763
-2.550973234714912,27.929625534093613,26.928353906978668,29.041525028764983
-2.537953078495034,25.879205673856173,24.962637985711094,27.12140437388354
-2.524950375567676,24.524979543384436,23.449528827654607,25.926500080159276
-2.5119302193477986,23.09282307104567,21.423900712323945,25.234509976184146
-2.498910063127922,21.823750734180063,20.127834368037572,23.797763362400953
-2.485889906908044,21.151658710616488,19.6298916160856,22.64983393878008
-2.4728872039806857,20.80190821631738,19.88624978220618,21.480407672683185
-2.459867047760808,20.66869251592701,19.229104047039176,21.667697328576434
-2.4468468915409303,20.78029655245511,19.501284117262305,21.654310711149694
-2.433844188613572,20.43813678682818,19.113514293315795,21.38671228919971
-2.420824032393695,20.40313403729076,19.50188611964119,21.15491877370041
-2.407803876173817,20.493147402258902,19.196765362678065,21.548131860410706
-2.39478371995394,21.34391328594941,20.055631829732746,22.39886808646662
-2.3817810170265816,22.33809711940832,20.913685951493708,23.522045603854433
-2.368760860806704,23.027944169490308,21.68200242816827,24.346437465051064
-2.355740704586826,23.25614247027183,21.432412232325262,25.213270131863123
