tilt_rad,pan_rad,snr_norm
-0.5497787143782138,-2.748893571891069,16.814077711291695
-0.5105088062083414,-2.748893571891069,15.93949671319205
-0.47123889803846897,-2.748893571891069,16.723054745848966
-0.4319689898685966,-2.748893571891069,17.898882841884465
-0.39269908169872414,-2.748893571891069,18.082500994242416
-0.3534291735288517,-2.748893571891069,21.673091977039057
-0.3141592653589793,-2.748893571891069,22.20503628397304
-0.2748893571891069,-2.748893571891069,24.152902314062793
-0.23561944901923448,-2.748893571891069,25.39823113725157
-0.19634954084936207,-2.748893571891069,23.862474506634012
-0.15707963267948966,-2.748893571891069,20.60351577103172
-0.11780972450961724,-2.748893571891069,21.754028022867775
-0.07853981633974483,-2.748893571891069,16.23246057441617
-0.039269908169872414,-2.748893571891069,19.2877182728838
0.0,-2.748893571891069,21.848386417313254
0.039269908169872414,-2.748893571891069,25.32670401999879
0.07853981633974483,-2.748893571891069,24.631142714897273
0.11780972450961724,-2.748893571891069,25.48322423242746
0.15707963267948966,-2.748893571891069,25.108733799396347
0.19634954084936207,-2.748893571891069,23.81898732876242
0.23561944901923448,-2.748893571891069,21.84033085670546
0.2748893571891069,-2.748893571891069,17.330989226829768
0.3141592653589793,-2.748893571891069,15.839796919773162
0.3534291735288517,-2.748893571891069,21.40312191354804
0.39269908169872414,-2.748893571891069,22.97219673622238
0.4319689898685966,-2.748893571891069,22.158317456856384
0.47123889803846897,-2.748893571891069,23.896131291908436
0.5105088062083414,-2.748893571891069,28.331848309397486
-0.5497787143782138,-2.709623663721197,15.439780470578846
-0.5105088062083414,-2.709623663721197,17.33833196521977
-0.47123889803846897,-2.709623663721197,15.622815910591969
-0.4319689898685966,-2.709623663721197,17.36759060366965
-0.39269908169872414,-2.709623663721197,18.15962204525403
-0.3534291735288517,-2.709623663721197,20.785926585780526
-0.3141592653589793,-2.709623663721197,23.63674141062812
-0.2748893571891069,-2.709623663721197,21.140667203961282
-0.23561944901923448,-2.709623663721197,24.005649914656956
-0.19634954084936207,-2.709623663721197,23.01321852234816
-0.15707963267948966,-2.709623663721197,19.25360736907495
-0.11780972450961724,-2.709623663721197,17.393417425904907
-0.07853981633974483,-2.709623663721197,18.715865245631104
-0.039269908169872414,-2.709623663721197,19.034146269495906
0.0,-2.709623663721197,22.676983925382956
0.039269908169872414,-2.709623663721197,23.42619164231465
0.07853981633974483,-2.709623663721197,25.306081631561266
0.11780972450961724,-2.709623663721197,25.728715702992627
0.15707963267948966,-2.709623663721197,25.98262472007139
0.19634954084936207,-2.709623663721197,23.53300799170917
0.23561944901923448,-2.709623663721197,20.432398790010364
0.2748893571891069,-2.709623663721197,17.89549342542177
0.3141592653589793,-2.709623663721197,17.470356471005253
0.3534291735288517,-2.709623663721197,17.272660020316888
0.39269908169872414,-2.709623663721197,20.353030911178838
0.4319689898685966,-2.709623663721197,19.948729711765523
0.47123889803846897,-2.709623663721197,20.60734788622716
0.5105088062083414,-2.709623663721197,23.28872932417206
-0.5497787143782138,-2.670353755551324,16.17616987505734
-0.5105088062083414,-2.670353755551324,16.438860315184918
-0.47123889803846897,-2.670353755551324,16.76143235714924
-0.4319689898685966,-2.670353755551324,18.217542841079634
-0.39269908169872414,-2.670353755551324,19.265620789520515
-0.3534291735288517,-2.670353755551324,19.948334045583692
-0.3141592653589793,-2.670353755551324,21.55960497239524
-0.2748893571891069,-2.670353755551324,22.766896140551857
-0.23561944901923448,-2.670353755551324,22.166676286044975
-0.19634954084936207,-2.670353755551324,20.26565419537744
-0.15707963267948966,-2.670353755551324,16.048998320707955
-0.11780972450961724,-2.670353755551324,17.352671801988173
-0.07853981633974483,-2.670353755551324,16.852337109500812
-0.039269908169872414,-2.670353755551324,23.376142042268913
0.0,-2.670353755551324,22.964289333948315
0.039269908169872414,-2.670353755551324,22.308216236489372
0.07853981633974483,-2.670353755551324,25.23057165737323
0.11780972450961724,-2.670353755551324,26.513988046784466
0.15707963267948966,-2.670353755551324,23.710866521839616
0.19634954084936207,-2.670353755551324,21.907090223320857
0.23561944901923448,-2.670353755551324,22.932264378541678
0.2748893571891069,-2.670353755551324,18.343809033226627
0.3141592653589793,-2.670353755551324,19.350087537014165
0.3534291735288517,-2.670353755551324,20.20497905475418
0.39269908169872414,-2.670353755551324,18.790737905811145
0.4319689898685966,-2.670353755551324,22.371598337081725
0.47123889803846897,-2.670353755551324,22.3566588431073
0.5105088062083414,-2.670353755551324,21.495675406124104
-0.5497787143782138,-2.631083847381452,17.12905581834161
-0.47123889803846897,-2.631083847381452,17.223464875038832
-0.4319689898685966,-2.631083847381452,14.974138438148035
-0.39269908169872414,-2.631083847381452,17.965720750744634
-0.3534291735288517,-2.631083847381452,17.49506271875513
-0.3141592653589793,-2.631083847381452,22.798258169390344
-0.2748893571891069,-2.631083847381452,21.397399937279715
-0.23561944901923448,-2.631083847381452,17.285421038111092
-0.19634954084936207,-2.631083847381452,19.638645887116155
-0.15707963267948966,-2.631083847381452,19.979977088087622
-0.11780972450961724,-2.631083847381452,17.059551133099543
-0.07853981633974483,-2.631083847381452,18.919342155379965
-0.039269908169872414,-2.631083847381452,19.431854944431617
0.0,-2.631083847381452,17.323371565474986
0.039269908169872414,-2.631083847381452,22.36952948376032
0.07853981633974483,-2.631083847381452,24.743921227508675
0.11780972450961724,-2.631083847381452,24.213784947769753
0.15707963267948966,-2.631083847381452,23.068194519736693
0.19634954084936207,-2.631083847381452,23.499667510716172
0.23561944901923448,-2.631083847381452,23.68791754399438
0.2748893571891069,-2.631083847381452,24.75349143265389
