pan_rad,snr_mean,snr_low,snr_high
-2.7722286239902343,,,
-2.759208467770356,,,
-2.746205764842998,22.839893993345953,21.827829976137306,23.739309893001643
-2.7331856086231197,22.953481736821207,21.618912452812527,23.827617510117694
-2.7201654524032413,22.99259877061594,21.72280555476476,23.95956917868089
-2.7071627494758848,23.11671871455194,21.611108670120345,24.435503911506885
-2.694142593256007,22.77323537733301,21.5362911756837,24.28433305141807
-2.68112243703613,23.134437086403427,21.95053103240348,24.6971595503517
-2.668102280816252,23.46927853230819,22.45973181749659,25.050393578614408
-2.655099577888894,23.39694602336068,22.522987391349982,24.427392714177007
-2.642079421669016,23.278899380307024,22.58779094195531,24.156222655803944
-2.629059265449138,23.723323387098343,23.053254161170567,24.46729966381626
-2.616056562521781,24.269410909159188,23.674128730484437,25.111923653148825
-2.6030364063019027,24.348366336156065,23.73096295820004,25.090998700867022
-2.590016250082026,23.83457327243511,22.9269818303588,24.77259432366675
-2.5769960938621477,23.88327501352629,22.8705440493431,24.973106409959716
-2.56399339093479,23.424361024819657,22.137368676555468,25.113871213325414
-2.550973234714912,22.785305545478522,21.46671020030922,24.54389366122794
-2.537953078495034,20.825403251762932,19.26841578249361,22.672064665063534
-2.524950375567676,19.71998313290779,18.363128802822583,21.175230290709138
-2.5119302193477986,18.85354569710457,17.529589758655046,20.497363348420844
-2.498910063127922,18.688115679491737,17.587325066064544,19.998906726147165
-2.485889906908044,18.467484746904237,17.38161076533277,19.684178123244177
-2.4728872039806857,18.171547506445663,17.320927354759572,18.910231610502578
-2.459867047760808,17.31908709840838,16.25368100072689,18.20114313449191
-2.4468468915409303,17.006704901221337,15.667717912958672,18.01545080335409
-2.433844188613572,16.89978078331482,15.723381096769637,17.771010644927145
-2.420824032393695,17.180902464386815,16.16489687839591,18.007806562947337
-2.407803876173817,17.028845639443077,16.20799002999219,17.75175621486621
-2.39478371995394,16.793914948001326,15.366513760323528,17.803061156402837
-2.3817810170265816,17.240690211429555,15.813194878004117,18.35377048188281
-2.368760860806704,18.01928589145669,16.684724038137524,19.09037986070252
-2.355740704586826,18.498979669229787,17.360732307759076,19.778420526412066
